Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes – CCS e SCR;Quantidade de clientes – CCS;Quantidade de clientes – SCR;Quantidade de clientes – FGC;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;0;3;57128;51160;11216; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;CCB (conglomerado); ;1;91;39;131;275986;4471;272051;2206;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;CITIBANK (conglomerado); ;0;4;4;8;26256;19509;7557;3410;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;CREFISA (conglomerado); ;12;144;58;214;1576122;426180;1512087;0;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;DACASA FINANCEIRA (conglomerado); ;2;3;5;10;1031732; ;1031732; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;DAYCOVAL (conglomerado);20,71;19;283;95;397;917338;74824;849757;20838;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;497,39;30;144;24;198;60314;565;59749; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;3;2;5;98892;2016;96979; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;FINAXIS (conglomerado); ;0;0;1;1;4548;4548; ;401;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;GMAC (conglomerado); ;2;36;38;76;388008;463;387637; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;GOLDMAN SACHS (conglomerado); ;0;1;1;2;270;270;1; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado); ;1;6;5;12;17810;7607;10364;1685;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;HERVAL - HS (conglomerado); ;1;0;1;2;233856;539;233382; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;HONDA (conglomerado); ;1;12;18;31;473633;23;473610; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;4;10;9;23;58692;3971;55280;886;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;INDUSVAL (conglomerado); ;1;0;0;1;4697;4078;957;1978;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;INTERMEDIUM (conglomerado);198,61;295;287;316;898;1485277;1306291;420536;358951;
2018;4º;Mais de quatro milhões de clientes;Conglomerado; ;ITAU (conglomerado);17,33;1339;4220;3494;9053;77253268;58849747;42893466;40632385;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;3;4;126140; ;126140; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;JOHN DEERE (conglomerado); ;0;1;0;1;14103;251;13913;51;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;06040559;KREDILIG S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;0;1;182851;4;182847; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;LECCA (conglomerado); ;2;1;3;6;21369;1066;20304; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;MÁXIMA (conglomerado); ;1;4;1;6;34130;3874;30400;1423;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);21,53;58;115;85;258;2692880;2207530;1061261;1612995;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;2;3;21199;99;21183; ;
2018;4º;Mais de quatro milhões de clientes;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;6,04;46;128;76;250;7607268;44;7607240; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;MODAL (conglomerado);1.827,79;56;13;18;87;30638;30517;573;1448;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;7;9;8;24;36705;2972;34119;720;
2018;4º;Mais de quatro milhões de clientes;Conglomerado; ;OMNI (conglomerado);12,42;51;45;76;172;4105053;2731;4102401;0;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;ORIGINAL (conglomerado);49,05;37;106;69;212;754184;678042;207426;147589;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;OURINVEST (conglomerado); ;0;0;1;1;25178;22432;2761;10;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;PAN (conglomerado);291,54;941;1507;798;3246;3227673;18951;3210681;4010;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;PARANÁ BANCO (conglomerado);136,15;47;176;43;266;345186;7114;338284;3042;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;1;1;2;787; ;787; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;43180355;PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;24,07;59;38;38;135;2451125; ;2451125; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;PINE (conglomerado); ;0;0;2;2;7965;6290;2098;2432;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;PORTO SEGURO (conglomerado);40,49;59;85;75;219;1457127; ;1457127; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;13;43;42;98;188991;3503;185493; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;23,05;22;29;24;75;954338;8;954330; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;RENDIMENTO (conglomerado); ;3;10;6;19;18625;13359;6816;4704;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;RODOBENS (conglomerado); ;0;0;5;5;13468;3146;11474;593;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;SAFRA (conglomerado);95,92;165;457;302;924;1720126;416702;1362342;108814;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;7;9;29202;1029;28174; ;
2018;4º;Mais de quatro milhões de clientes;Conglomerado; ;SANTANDER (conglomerado);24,04;1033;3100;2945;7078;42967534;36201723;17648787;26814925;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;00122327;SANTINVEST S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;4;0;1;5;13625;410;13215; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;07747410;SAX S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;1;3;7;459169; ;459169; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;11970623;SENFF S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;1;2;65033;75;64963; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;SICREDI (conglomerado); ;1;2;0;3;3803666;3780655;131207;0;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;1;5;2;8;970;711;331;54;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;7;9;5849;3318;2531; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;SOCOPA (conglomerado); ;0;4;0;4;55458;40036;15645;2415;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;SOFISA (conglomerado); ;11;4;16;31;131848;121114;12497;43968;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;04814563;SOROCRED   CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;13;16;34;63;304916;1379;303569; ;
2018;4º;Menos de quatro milhões de clientes;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;0;1;1;380906;560;380348; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;VOLKSWAGEN (conglomerado); ;7;31;34;72;367296;1395;366212; ;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;VOLVO (conglomerado); ;0;0;1;1;8589;83;8580; ;
2018;4º;Mais de quatro milhões de clientes;Conglomerado; ;VOTORANTIM (conglomerado);12,15;59;318;271;648;4853414;859759;4013985;8966;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;WESTERN UNION (conglomerado); ;8;1;0;9;3;3; ;1;
2018;4º;Menos de quatro milhões de clientes;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;0;6;7;13;141441;60;141385; ;
